1,Onsets,386,974,1433,2408,3232,4268,4879,5552,6149,6543,6979,7410,7734,8181,8942,9328,10270,11130,11580,12010,12550,13010,13570,13990,14480,,,,,,,,,,,,,,,,,
1,Offsets,757,1174,1638,2857,3596,4536,5316,5903,6436,6759,7303,7619,8022,8742,9189,10030,10880,11440,11840,12380,12870,13380,13810,14320,14750,,,,,,,,,,,,,,,,,
2,Onsets,232,910,1375,2235,2517,3057,3509,3810,4403,4776,5137,5487,5756,6065,6374,6759,7137,7573,7969,8376,8720,9436,9786,10090,10540,10950,11330,11710,12080,12480,12860,12980,13220,13490,13620,13710,13930,14330,14570,14750,,
2,Offsets,490,1229,1895,2456,2825,3305,3694,4117,4588,4962,5419,5670,5870,6277,6681,7039,7457,7872,8231,8615,9107,9603,9888,10260,10740,11130,11550,11900,12290,12650,12910,13110,13450,13600,13700,13800,14150,14530,14670,14830,,
3,Onsets,5720,6269,6694,7310,8246,8617,8945,9487,9938,10850,11260,11840,12560,13050,13690,14370,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Offsets,6074,6511,7063,7776,8474,8782,9250,9781,10410,11120,11720,12320,12820,13470,14030,14750,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Onsets,222,562,839,1333,1578,1862,3260,3656,3899,4273,4623,5368,5799,6115,6518,6904,12140,12360,12660,13110,13350,13660,13930,14310,14620,14800,15100,15200,15390,,,,,,,,,,,,,
4,Offsets,423,688,1063,1435,1773,2039,3515,3819,4202,4483,4936,5612,5985,6332,6691,7182,12270,12510,12970,13210,13520,13860,14160,14540,14710,15040,15150,15300,15750,,,,,,,,,,,,,
5,Onsets,2662,3177,3767,4242,4659,5027,5448,6274,8004,9080,12990,13760,14700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Offsets,2882,3465,3996,4486,4898,5179,5838,6570,8562,9958,13340,14160,15280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Onsets,1196,1951,2641,4263,5673,6188,7039,7945,8489,8884,13460,13910,14290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Offsets,1532,2271,3349,4727,6007,6528,7429,8264,8756,9126,13680,14150,14500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Onsets,671,1928,3033,3944,4515,5282,6358,7291,7970,9358,10430,10940,11440,12060,12580,13060,13430,13910,14510,14980,,,,,,,,,,,,,,,,,,,,,,
8,Offsets,1330,2493,3609,4260,4750,5776,6571,7579,8994,10060,10740,11230,11840,12400,12870,13270,13770,14160,14720,15270,,,,,,,,,,,,,,,,,,,,,,
9,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Onsets,968,1430,2127,3122,4127,4682,5043,5845,6731,7434,7769,8174,8593,9236,10530,11020,11520,,,,,,,,,,,,,,,,,,,,,,,,,
10,Offsets,1247,1675,2570,3819,4458,4904,5459,6256,7024,7642,8050,8338,8791,9982,10830,11330,11770,,,,,,,,,,,,,,,,,,,,,,,,,
11,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Onsets,123,1143,2184,3570,9228,9880,10660,11700,12720,13370,13970,14630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Offsets,498,1714,2949,4079,9695,10350,11240,12300,13060,13780,14290,15300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Onsets,77,942,1517,2089,2732,3318,3920,4501,4995,5594,6350,6833,7424,7891,8591,9216,9682,10350,11510,12780,13950,14480,15030,15510,15860,16470,16960,,,,,,,,,,,,,,,
14,Offsets,551,1250,1840,2539,3117,3599,4250,4778,5281,6053,6563,7142,7722,8246,8975,9540,9989,11200,12340,13610,14260,14800,15330,15750,16320,16690,17350,,,,,,,,,,,,,,,
15,Onsets,723,1553,7007,8545,9271,9813,10200,11010,12000,12560,13260,14210,14780,15400,15940,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Offsets,1085,2031,7501,8933,9624,10080,10650,11410,12400,12930,13670,14510,15250,15710,16280,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Onsets,1902,2699,3846,4298,4731,5245,5684,6112,6479,6841,8088,8583,9062,9688,10080,10510,10920,11360,11900,12720,13130,13510,,,,,,,,,,,,,,,,,,,,
17,Offsets,2493,3591,4114,4557,5102,5552,5982,6416,6692,7090,8390,8903,9333,9966,10320,10760,11160,11660,12270,13000,13390,13730,,,,,,,,,,,,,,,,,,,,
18,Onsets,109,690,1546,2261,3060,3678,4125,4973,5505,5962,6526,7283,7924,8635,9549,11280,12130,12740,13120,13530,14040,,,,,,,,,,,,,,,,,,,,,
18,Offsets,466,964,1926,2584,3493,3895,4585,5290,5775,6235,6907,7634,8306,8980,9827,11730,12550,12980,13340,13880,14300,,,,,,,,,,,,,,,,,,,,,
19,Onsets,5985,6495,7033,7463,8719,8959,9396,9901,10370,10820,11230,11610,11870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Offsets,6237,6740,7331,7804,8835,9139,9586,10100,10610,11100,11460,11820,11990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Onsets,1092,1606,2298,2994,3502,4132,4800,5935,6563,7160,8378,8901,10220,11410,11880,12320,12800,14840,15320,15710,16160,,,,,,,,,,,,,,,,,,,,,
20,Offsets,1375,1903,2618,3211,3916,4512,5259,6247,6768,7454,8631,9327,10530,11670,12140,12540,12970,15260,15510,15930,16350,,,,,,,,,,,,,,,,,,,,,
24,Onsets,301,666,1017,4625,5137,5596,5958,7227,7823,10270,10850,11240,11670,12260,12600,13240,13670,14230,14720,15220,,,,,,,,,,,,,,,,,,,,,,
24,Offsets,503,872,1299,4935,5260,5748,6125,7680,8068,10570,11140,11500,11990,12500,12940,13510,13960,14490,15020,15500,,,,,,,,,,,,,,,,,,,,,,
27,Onsets,205,808,1989,2518,3027,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Offsets,645,1156,2286,2873,3254,4321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Onsets,52,611,1390,1772,2262,2803,3962,4553,4977,5621,6182,6701,7177,7706,8288,8823,9445,10000,10610,11080,11620,12080,,,,,,,,,,,,,,,,,,,,
30,Offsets,334,952,1655,1972,2621,3109,4437,4673,5129,5907,6510,6992,7423,8014,8609,9176,9718,10350,10910,11260,11850,12450,,,,,,,,,,,,,,,,,,,,
35,Onsets,1172,1691,2497,3091,3733,4752,5433,6346,7050,8729,9809,11160,11800,12260,12540,12840,13140,13390,13780,14080,14360,14890,15280,,,,,,,,,,,,,,,,,,,
35,Offsets,1507,1977,2770,3435,4006,5040,5807,6682,7365,8990,10140,11500,12040,12460,12750,13050,13300,13540,13940,14280,14620,15030,15570,,,,,,,,,,,,,,,,,,,
40,Onsets,10260,10540,10770,11050,11450,12120,12420,12730,13020,13400,13790,14110,14290,14620,17160,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Offsets,10420,10720,10840,11140,11960,12250,12560,12850,13270,13660,14000,14200,14380,15040,17380,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Onsets,3728,4541,4939,5260,6629,7628,8741,9659,10040,10440,11110,12550,12830,15770,16080,16370,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Offsets,3973,4791,5154,5455,6827,8026,8914,9892,10300,10660,11230,12720,13060,15960,16260,16470,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Onsets,1046,1874,3123,4308,5093,5647,6749,8396,8811,9871,10690,14990,15550,16250,16670,17080,17650,,,,,,,,,,,,,,,,,,,,,,,,,
51,Offsets,1571,2179,3775,4887,5344,6222,7441,8662,9002,10480,10890,15260,15770,16470,16960,17280,17850,,,,,,,,,,,,,,,,,,,,,,,,,
53,Onsets,126,750,1470,2182,2882,3460,4164,4771,5465,6133,6872,7328,8401,8845,9691,11150,11930,12740,14440,14910,,,,,,,,,,,,,,,,,,,,,,
53,Offsets,370,1053,1711,2448,3166,3776,4378,5060,5699,6403,7087,8015,8634,9057,10100,11480,12200,12930,14640,15210,,,,,,,,,,,,,,,,,,,,,,
65,Onsets,396,1494,2004,3078,3937,4781,5272,6656,7812,8277,8968,9503,10490,11710,12120,12610,13690,14130,15280,15960,,,,,,,,,,,,,,,,,,,,,,
65,Offsets,896,1775,2319,3408,4306,5047,6092,6961,8087,8473,9249,9808,10860,11950,12260,12990,13860,14430,15650,16250,,,,,,,,,,,,,,,,,,,,,,
70,Onsets,4799,5328,8955,9950,12320,13360,14230,14680,15060,15650,15930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Offsets,5158,5851,9607,10160,12740,13940,14470,14850,15410,15830,16200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Onsets,900,1313,2410,2755,4210,6054,6656,7512,9212,10190,11070,11600,12140,12930,13380,14910,15330,,,,,,,,,,,,,,,,,,,,,,,,,
74,Offsets,1190,1507,2650,2858,4606,6244,6964,7896,9784,10380,11420,11830,12430,13170,14240,15150,15740,,,,,,,,,,,,,,,,,,,,,,,,,
75,Onsets,1001,1483,1937,2525,3297,4189,8612,9480,10290,11610,12080,12760,13470,13960,14520,14980,15380,15760,16410,17060,,,,,,,,,,,,,,,,,,,,,,
75,Offsets,1372,1775,2199,2904,3749,4430,8971,9895,11180,11900,12250,13100,13730,14190,14740,15220,15600,16020,16710,17230,,,,,,,,,,,,,,,,,,,,,,
90,Onsets,718,1434,2065,3579,4994,5739,6323,7039,7754,8443,9216,9983,10970,12890,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Offsets,1090,1711,2465,4203,5327,6084,6616,7364,8124,8824,9594,10380,11360,13340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Onsets,2300,2710,3420,3951,4718,5160,5572,6032,6616,7040,8073,8555,8958,9797,10360,11010,11550,11980,12680,13030,13660,14030,14410,15010,15440,,,,,,,,,,,,,,,,,
92,Offsets,2462,2939,3640,4327,4942,5308,5804,6179,6737,7248,8271,8731,9183,10150,10710,11220,11820,12260,12880,13220,13890,14280,14580,15340,15720,,,,,,,,,,,,,,,,,
97,Onsets,10890,11180,11730,12200,12690,13250,13770,14290,14730,15240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Offsets,11110,11640,12110,12410,12930,13450,13990,14420,14940,15400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Onsets,263,975,1454,1923,2444,2920,3541,4088,4511,4979,5606,6067,6486,6951,7413,8034,8427,9048,12210,12990,13450,13780,,,,,,,,,,,,,,,,,,,,
107,Offsets,600,1272,1640,2215,2652,3227,3807,4358,4762,5381,5877,6267,6833,7153,7667,8261,8685,9321,12490,13230,13670,14050,,,,,,,,,,,,,,,,,,,,
112,Onsets,1730,2459,3356,4325,4919,5350,8125,8638,9005,9465,10810,11170,11630,12300,13050,13420,16070,16340,,,,,,,,,,,,,,,,,,,,,,,,
112,Offsets,2073,2952,3703,4674,5234,5566,8517,8783,9275,9670,11000,11500,12020,12840,13250,13620,16220,16550,,,,,,,,,,,,,,,,,,,,,,,,
115,Onsets,5827,6200,6828,7249,7637,8019,8452,8659,8928,9114,9407,10070,10480,10830,11170,11640,12180,12770,13300,13920,,,,,,,,,,,,,,,,,,,,,,
115,Offsets,6017,6388,6987,7381,7746,8176,8576,8757,9026,9195,9503,10170,10590,10990,11290,11770,12330,12900,13420,14090,,,,,,,,,,,,,,,,,,,,,,
116,Onsets,4193,7241,7869,9036,9722,10250,10940,11690,13350,14020,14440,14850,16010,16410,17140,17570,17980,18470,,,,,,,,,,,,,,,,,,,,,,,,
116,Offsets,4491,7600,8785,9368,10080,10650,11240,12450,13680,14300,14740,15040,16200,16610,17400,17800,18180,18590,,,,,,,,,,,,,,,,,,,,,,,,
117,Onsets,2362,3104,3557,4023,4297,4642,5154,5731,6434,6860,7356,7761,8456,9002,9781,10560,11010,11250,11800,12320,12910,13480,14220,14850,15310,,,,,,,,,,,,,,,,,
117,Offsets,2681,3398,3891,4168,4508,4919,5403,6005,6719,7153,7549,7969,8730,9492,10010,10810,11160,11660,12090,12570,13140,13700,14490,15100,15480,,,,,,,,,,,,,,,,,
122,Onsets,448,1588,2922,4239,4926,5760,6810,8400,10240,12310,13930,14760,15610,16530,16950,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Offsets,953,2034,3297,4639,5372,6180,7411,8890,10700,12880,14570,15320,15910,16770,17260,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Onsets,2355,3194,3999,4704,5521,11780,12190,12630,12910,13530,14100,14540,14920,15440,15980,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Offsets,2750,3454,4374,5029,5819,11990,12450,12710,13160,13800,14320,14730,15110,15620,16220,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Onsets,94,564,974,1536,2124,2925,5375,6362,6814,7644,8343,8795,9538,10730,11470,11920,12370,13270,14040,14450,15280,16010,,,,,,,,,,,,,,,,,,,,
139,Offsets,344,801,1279,1839,2421,3225,5723,6645,7112,7994,8611,9152,10010,11200,11730,12200,12640,13600,14260,14830,15690,16410,,,,,,,,,,,,,,,,,,,,
140,Onsets,938,1393,1913,2712,3606,4012,4365,4967,5827,6239,6850,7262,8026,8359,8773,9165,9622,10040,10950,11340,11730,12130,12570,12960,,,,,,,,,,,,,,,,,,
140,Offsets,1163,1597,2174,3328,3872,4204,4639,5274,6091,6525,7089,7442,8262,8560,8998,9402,9843,10340,11170,11550,11980,12410,12820,13180,,,,,,,,,,,,,,,,,,
141,Onsets,751,1688,2796,3427,3926,5094,11290,12010,12690,13450,16600,17100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Offsets,1150,2355,3106,3627,4290,6336,11630,12160,12960,13640,16840,17220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Onsets,560,1125,1506,1779,2306,10860,14410,15160,16240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Offsets,791,1334,1696,1943,2560,11520,14640,15370,16440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Onsets,763,1385,2591,3373,3716,4275,4797,5710,6523,6936,7670,8101,9843,11150,11540,13430,13990,14510,16390,,,,,,,,,,,,,,,,,,,,,,,
148,Offsets,1070,1748,2839,3543,3939,4605,5125,5959,6827,7305,7999,8514,10560,11410,11790,13630,14180,14910,16750,,,,,,,,,,,,,,,,,,,,,,,
149,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Onsets,2351,3049,3572,4302,4812,5217,5905,6372,6853,7268,7839,8198,8729,9194,9733,10350,10710,11020,11270,11830,12880,13180,13430,14800,15420,15800,17210,17570,18590,18860,19150,19450,19980,20260,20560,20870,,,,,,
156,Offsets,2480,3258,3881,4548,5086,5464,6153,6595,7100,7410,7960,8432,8958,9408,9978,10570,10870,11210,11420,12390,13090,13330,13560,15070,15540,16130,17390,17710,18740,19020,19340,19600,20130,20380,20740,20990,,,,,,
168,Onsets,98,566,975,1722,3068,3641,4196,4908,5262,5784,6198,7004,7505,7736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Offsets,348,817,1235,2425,3514,3912,4581,5065,5570,6025,6711,7292,7679,7962,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Onsets,1319,2404,2744,3078,3452,3765,4299,4542,5012,5333,9517,10190,10630,10970,11420,11850,12190,12510,12880,13180,13500,13910,14270,14650,15040,15340,15700,16050,16420,16650,,,,,,,,,,,,
180,Offsets,1536,2631,2952,3274,3642,3996,4436,4738,5217,5501,9827,10390,10840,11240,11690,12100,12320,12740,13070,13370,13710,14180,14510,14860,15200,15580,15910,16230,16590,16940,,,,,,,,,,,,
183,Onsets,4716,5663,6146,6953,7722,8247,8671,9176,9712,10290,10660,11740,12170,12920,13420,13810,14400,15020,15550,15860,16530,17100,17560,18060,18440,18900,19220,19550,19850,,,,,,,,,,,,,
183,Offsets,4969,5986,6436,7245,7990,8467,9038,9459,10130,10510,11410,11980,12460,13130,13690,14150,14610,15350,15740,16090,16770,17420,17780,18290,18690,19060,19400,19740,20100,,,,,,,,,,,,,
194,Onsets,350,499,1952,2262,2747,3081,3712,4157,4709,5535,6500,7036,7308,9231,9642,11050,11360,12430,12880,13620,13960,,,,,,,,,,,,,,,,,,,,,
194,Offsets,439,616,2091,2516,2991,3281,3953,4490,4890,5692,6676,7217,7563,9356,9750,11250,11710,12520,13200,13730,14340,,,,,,,,,,,,,,,,,,,,,
199,Onsets,634,1139,1421,1965,2271,2775,6381,6670,6916,7213,7435,7694,7907,8114,8325,9093,9767,10010,10200,,,,,,,,,,,,,,,,,,,,,,,
199,Offsets,819,1292,1552,2102,2360,2939,6549,6828,7132,7359,7619,7839,8041,8260,8461,9272,9934,10120,10250,,,,,,,,,,,,,,,,,,,,,,,
203,Onsets,326,713,1057,1407,1690,2113,2778,3129,3443,3777,4693,5210,5573,5834,6586,6985,7326,8002,8356,8705,9120,10460,10920,11200,,,,,,,,,,,,,,,,,,
203,Offsets,541,886,1272,1560,1871,2326,2994,3280,3596,4177,4926,5389,5726,6123,6773,7144,7597,8199,8516,8849,9266,10700,11070,11360,,,,,,,,,,,,,,,,,,
206,Onsets,3809,5582,6389,6832,7650,8372,9091,9557,9979,10620,11130,11690,12230,12760,13460,13850,14640,14990,,,,,,,,,,,,,,,,,,,,,,,,
206,Offsets,4137,5924,6598,7156,7934,8782,9387,9768,10300,10900,11310,12010,12430,13070,13650,14190,14880,15250,,,,,,,,,,,,,,,,,,,,,,,,
208,Onsets,3276,3907,5003,5334,5550,5997,6931,7219,7845,8657,9179,13540,14370,15310,15710,16490,17020,17830,18560,19060,19540,19920,20400,,,,,,,,,,,,,,,,,,,
208,Offsets,3654,4118,5232,5430,5688,6172,7080,7535,8255,8878,9912,14000,14810,15490,15900,16740,17220,18010,18820,19270,19710,20190,21030,,,,,,,,,,,,,,,,,,,
209,Onsets,120,790,1244,1712,2413,2766,3642,4328,5247,6425,7236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Offsets,374,1108,1485,2074,2690,3195,3942,4537,6057,6829,7480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Onsets,315,788,1400,2306,2744,7826,8327,8906,9807,10220,12040,12580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Offsets,668,1144,1686,2538,2972,8121,8625,9492,9998,10540,12240,12850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Onsets,356,835,1452,1924,2641,2965,3309,3962,4288,4670,5565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Offsets,548,1139,1733,2201,2892,3200,3568,4187,4562,4935,6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Onsets,290,1124,1501,1932,2173,2916,3715,4188,4996,5489,6094,6841,7822,9589,10070,10600,11550,12320,12730,13400,13720,14060,14960,15690,16050,,,,,,,,,,,,,,,,,
221,Offsets,625,1342,1856,2088,2430,3486,3992,4465,5185,5797,6344,7488,8197,9829,10260,11170,11980,12560,13000,13610,13860,14490,15310,15930,16210,,,,,,,,,,,,,,,,,
231,Onsets,2719,3414,4109,4658,5175,5901,6532,6847,7865,8341,8928,9973,14640,15170,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Offsets,3006,3788,4401,4919,5529,6184,6771,7106,8132,8594,9542,10290,14910,15440,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Onsets,311,1076,1737,4163,5597,6659,7574,8368,9247,11010,11620,12380,13430,14500,15200,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,Offsets,645,1384,2056,5050,5950,7001,7909,8691,9590,11350,11930,12760,14100,14830,15450,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Onsets,453,4221,4899,5746,6135,6621,7168,7983,8531,9196,10320,11210,12190,12650,13210,13790,14300,14790,15400,,,,,,,,,,,,,,,,,,,,,,,
245,Offsets,791,4580,5281,6026,6375,6904,7482,8299,8811,9494,10630,11530,12490,12880,13570,14040,14500,15110,15600,,,,,,,,,,,,,,,,,,,,,,,
247,Onsets,3552,4062,4826,6057,6761,7282,8100,8453,8894,11180,12710,13170,13790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Offsets,3858,4430,5377,6381,7019,7544,8304,8733,9061,11360,12950,13310,13960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Onsets,611,1053,1630,2072,2667,3209,3614,4077,4640,5016,5533,5964,6398,6822,7196,7726,8241,8698,9036,9503,9825,10340,10910,11280,11710,12090,12420,12780,13160,,,,,,,,,,,,,
255,Offsets,865,1376,1914,2412,2923,3408,3898,4402,4894,5244,5778,6211,6559,7067,7476,7966,8505,8861,9301,9718,10130,10610,11160,11380,11900,12200,12580,12950,13340,,,,,,,,,,,,,
257,Onsets,8215,8484,8816,9200,9502,9919,10320,10970,11790,12060,12620,14010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Offsets,8354,8685,8990,9353,9704,10080,10490,11070,11900,12170,12800,14180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Offsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Onsets,205,595,963,1387,1830,2179,5733,6442,7004,7645,8293,8795,9367,9881,14630,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,Offsets,443,846,1234,1607,2046,2433,6084,6782,7362,8014,8553,9126,9687,10200,14920,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Onsets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
